property_id,source_record_id,data_source,property_name,property_type,area_locality,city,area_type,size_sqft,bedrooms_bhk,bathrooms,floor,total_floors,furnishing_status,tenant_preferred,point_of_contact,monthly_rent,parking_available,property_age_years,posted_on,rent_per_sqft,estimated_annual_rent,property_age_bucket,amenity_parking,amenity_lift,amenity_gym,amenity_security,amenity_power_backup,amenity_air_conditioning,amenity_wifi,amenity_garden,amenity_count,property_type_data_source,parking_data_source,property_age_data_source
P07299,S03110,synthetic_augmentation,Property_07299,PG,Mathur,Chennai,Carpet Area,1451,3,3,0,1,Furnished,Bachelors/Family,Contact Owner,12700,True,20,2022-06-27,8.75,152400,11-20,True,True,True,False,True,True,False,False,5,existing,existing,existing
P07300,S02166,synthetic_augmentation,Property_07300,VILLA,"Chelekare, Kalyan Nagar, Outer Ring Road",Bangalore,Carpet Area,597,1,1,3,4,Semi-Furnished,Family,Contact Owner,9000,False,3,2022-06-08,15.08,108000,0-5,False,True,False,False,False,False,False,True,2,existing,existing,existing
P07301,S00334,synthetic_augmentation,Property_07301,VILLA,Ballygunge,Kolkata,Super Area,1640,3,2,3,3,Unfurnished,Bachelors/Family,Contact Owner,30800,True,27,2022-05-04,18.78,369600,21+,False,False,False,True,True,True,True,True,5,existing,existing,existing
P07302,S01359,synthetic_augmentation,Property_07302,HOUSE,Dadar East,Mumbai,Carpet Area,601,2,2,3,3,Furnished,Bachelors,Contact Agent,56800,True,9,2022-05-18,94.51,681600,6-10,True,False,False,False,False,False,False,True,2,existing,existing,existing
P07303,S01214,synthetic_augmentation,Property_07303,HOUSE,Prabhadevi,Mumbai,Carpet Area,386,1,1,5,16,Unfurnished,Bachelors/Family,Contact Agent,33100,True,8,2022-06-04,85.75,397200,6-10,True,True,False,True,True,False,False,False,4,existing,existing,existing
P07304,S04419,synthetic_augmentation,Property_07304,HOUSE,"Gouri Shankar Nagar Colony, Banjara Hills",Hyderabad,Super Area,1016,2,2,1,3,Semi-Furnished,Bachelors/Family,Contact Owner,12200,True,10,2022-07-08,12.01,146400,6-10,False,False,False,True,False,False,False,True,2,existing,existing,existing
P07305,S00283,synthetic_augmentation,Property_07305,HOUSE,Rabindra Sarovar Metro,Kolkata,Carpet Area,512,1,2,1,2,Furnished,Bachelors,Contact Owner,18700,False,29,2022-06-12,36.52,224400,21+,False,False,False,False,True,True,False,True,3,existing,existing,existing
P07306,S00212,synthetic_augmentation,Property_07306,APARTMENT,locality,Kolkata,Carpet Area,399,2,1,0,1,Unfurnished,Bachelors/Family,Contact Owner,7500,True,13,2022-07-02,18.8,90000,11-20,True,False,True,True,True,False,False,False,4,existing,existing,existing
P07307,S01658,synthetic_augmentation,Property_07307,APARTMENT,"Bedarahalli, Magadi Road",Bangalore,Super Area,851,2,2,1,3,Unfurnished,Bachelors/Family,Contact Owner,10600,True,18,2022-06-15,12.46,127200,11-20,True,True,True,False,False,True,False,False,4,existing,existing,existing
P07308,S04078,synthetic_augmentation,Property_07308,PG,"Miyapur, NH 9",Hyderabad,Super Area,1512,3,3,1,5,Semi-Furnished,Bachelors/Family,Contact Owner,14200,True,13,2022-05-18,9.39,170400,11-20,True,False,True,False,True,True,False,False,4,existing,existing,existing
P07309,S01417,synthetic_augmentation,Property_07309,VILLA,"HDIL Metropolis, 4 Bunglows",Mumbai,Carpet Area,1325,3,3,20,31,Furnished,Family,Contact Agent,83400,True,13,2022-06-03,62.94,1000800,11-20,True,False,True,False,False,False,True,False,3,existing,existing,existing
P07310,S02386,synthetic_augmentation,Property_07310,VILLA,kst chattarpur Apartments,Delhi,Carpet Area,624,3,3,2,4,Unfurnished,Bachelors,Contact Agent,14600,False,15,2022-06-08,23.4,175200,11-20,False,True,False,False,True,True,False,False,3,existing,existing,existing
P07311,S01794,synthetic_augmentation,Property_07311,PG,K R Puram,Bangalore,Super Area,651,2,2,1,4,Semi-Furnished,Bachelors/Family,Contact Owner,7700,True,13,2022-05-05,11.83,92400,11-20,True,False,False,True,True,False,False,True,4,existing,existing,existing
P07312,S00104,synthetic_augmentation,Property_07312,PG,"Avenue S, Santoshpur",Kolkata,Carpet Area,1006,2,2,0,1,Unfurnished,Bachelors/Family,Contact Owner,190600,False,30,2022-06-16,189.46,2287200,21+,True,True,True,False,True,False,True,False,5,existing,existing,existing
P07313,S03893,synthetic_augmentation,Property_07313,PG,Hyderguda,Hyderabad,Super Area,1626,3,3,4,5,Semi-Furnished,Bachelors/Family,Contact Agent,19500,False,16,2022-05-14,11.99,234000,11-20,False,True,False,False,True,False,True,False,3,existing,existing,existing
P07314,S03845,synthetic_augmentation,Property_07314,APARTMENT,Adambakkam,Chennai,Super Area,1250,3,2,1,3,Semi-Furnished,Bachelors/Family,Contact Owner,19800,True,8,2022-05-16,15.84,237600,6-10,True,False,False,False,False,True,False,False,2,existing,existing,existing
P07315,S03690,synthetic_augmentation,Property_07315,PG,"Kattupakkam, PH Road",Chennai,Super Area,899,2,2,0,1,Semi-Furnished,Bachelors/Family,Contact Owner,15000,True,27,2022-07-06,16.69,180000,21+,False,False,False,False,True,False,False,True,2,existing,existing,existing
P07316,S03292,synthetic_augmentation,Property_07316,VILLA,"Central Bank Colony, Chromepet",Chennai,Carpet Area,1495,2,1,1,1,Furnished,Family,Contact Owner,19600,False,27,2022-05-29,13.11,235200,21+,False,False,False,False,True,False,False,True,2,existing,existing,existing
P07317,S00378,synthetic_augmentation,Property_07317,PG,Dum Dum Metro,Kolkata,Carpet Area,345,1,1,1,3,Unfurnished,Bachelors/Family,Contact Agent,5400,False,19,2022-05-10,15.65,64800,11-20,True,False,False,False,False,True,True,False,3,existing,existing,existing
P07318,S03293,synthetic_augmentation,Property_07318,HOUSE,Tambaram East,Chennai,Super Area,674,2,2,0,1,Unfurnished,Bachelors/Family,Contact Owner,6700,True,10,2022-06-15,9.94,80400,6-10,False,False,True,False,False,True,True,False,3,existing,existing,existing
P07319,S03329,synthetic_augmentation,Property_07319,VILLA,Ayappakkam,Chennai,Super Area,1081,2,2,2,4,Semi-Furnished,Family,Contact Owner,17500,True,12,2022-06-18,16.19,210000,11-20,True,False,True,True,True,True,False,False,5,existing,existing,existing
P07320,S03438,synthetic_augmentation,Property_07320,VILLA,Old Mahabalipuram Road,Chennai,Carpet Area,1522,3,3,8,10,Furnished,Bachelors/Family,Contact Owner,23100,True,14,2022-06-21,15.18,277200,11-20,True,False,True,True,False,False,False,True,4,existing,existing,existing
P07321,S00224,synthetic_augmentation,Property_07321,VILLA,Barrackpore,Kolkata,Carpet Area,696,2,2,0,1,Unfurnished,Bachelors/Family,Contact Owner,12800,True,6,2022-05-27,18.39,153600,6-10,False,True,False,False,True,False,False,True,3,existing,existing,existing
P07322,S00737,synthetic_augmentation,Property_07322,APARTMENT,"Trans Residency, Andheri East",Mumbai,Carpet Area,636,2,2,4,7,Semi-Furnished,Bachelors/Family,Contact Agent,43000,True,21,2022-06-14,67.61,516000,21+,True,False,False,False,False,True,True,True,4,existing,existing,existing
P07323,S00235,synthetic_augmentation,Property_07323,APARTMENT,"Silpara, Purba Barisha",Kolkata,Super Area,436,1,1,0,1,Unfurnished,Bachelors/Family,Contact Owner,4400,True,24,2022-06-16,10.09,52800,21+,False,False,False,False,True,False,True,False,2,existing,existing,existing
P07324,S04278,synthetic_augmentation,Property_07324,VILLA,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Carpet Area,714,2,2,3,5,Unfurnished,Bachelors/Family,Contact Owner,11000,True,9,2022-05-23,15.41,132000,6-10,True,False,False,False,True,True,True,True,5,existing,existing,existing
P07325,S00711,synthetic_augmentation,Property_07325,HOUSE,"Deep Heights, Nalasopara",Mumbai,Super Area,831,2,2,3,7,Unfurnished,Bachelors/Family,Contact Owner,6800,True,27,2022-05-25,8.18,81600,21+,True,False,True,False,False,False,False,False,2,existing,existing,existing
P07326,S01888,synthetic_augmentation,Property_07326,VILLA,"East Of Ngef Layout, Bennigana Halli",Bangalore,Carpet Area,1229,3,2,2,4,Semi-Furnished,Family,Contact Owner,24600,True,7,2022-07-08,20.02,295200,6-10,True,True,False,True,False,True,True,False,5,existing,existing,existing
P07327,S04718,synthetic_augmentation,Property_07327,APARTMENT,Nagole,Hyderabad,Super Area,1047,2,2,2,3,Unfurnished,Bachelors/Family,Contact Owner,12800,False,6,2022-07-09,12.23,153600,6-10,False,False,True,True,False,False,True,True,4,existing,existing,existing
P07328,S01259,synthetic_augmentation,Property_07328,HOUSE,Kandivali East,Mumbai,Super Area,626,1,2,1,8,Furnished,Bachelors/Family,Contact Owner,31600,True,22,2022-07-07,50.48,379200,21+,True,True,False,True,False,False,True,False,4,existing,existing,existing
P07329,S00748,synthetic_augmentation,Property_07329,VILLA,90 ft road,Mumbai,Carpet Area,521,2,2,7,7,Semi-Furnished,Bachelors,Contact Agent,33200,False,1,2022-07-06,63.72,398400,0-5,True,True,True,False,False,False,False,True,4,existing,existing,existing
P07330,S03986,synthetic_augmentation,Property_07330,APARTMENT,Gachibowli,Hyderabad,Super Area,1070,2,2,2,2,Semi-Furnished,Bachelors/Family,Contact Owner,23500,True,21,2022-06-16,21.96,282000,21+,True,False,True,True,False,True,False,True,5,existing,existing,existing
P07331,S03551,synthetic_augmentation,Property_07331,HOUSE,Mogappair East,Chennai,Super Area,904,2,2,1,5,Semi-Furnished,Bachelors/Family,Contact Owner,15400,False,14,2022-05-25,17.04,184800,11-20,False,False,False,False,True,False,True,False,2,existing,existing,existing
P07332,S00509,synthetic_augmentation,Property_07332,PG,Salt Lake City,Kolkata,Carpet Area,1781,3,3,1,3,Semi-Furnished,Bachelors,Contact Agent,62900,True,24,2022-06-02,35.32,754800,21+,False,True,False,True,False,False,False,True,3,existing,existing,existing
P07333,S01823,synthetic_augmentation,Property_07333,PG,"Mallathahalli, Outer Ring Road",Bangalore,Super Area,602,1,1,3,4,Semi-Furnished,Bachelors/Family,Contact Owner,7500,True,6,2022-06-04,12.46,90000,6-10,True,True,False,True,True,False,False,False,4,existing,existing,existing
P07334,S02941,synthetic_augmentation,Property_07334,VILLA,Sarojini Nagar,Delhi,Super Area,683,2,1,0,1,Unfurnished,Bachelors,Contact Owner,9800,True,12,2022-06-20,14.35,117600,11-20,False,False,True,True,True,True,True,False,5,existing,existing,existing
P07335,S04232,synthetic_augmentation,Property_07335,PG,Gachibowli,Hyderabad,Carpet Area,2179,3,3,0,1,Semi-Furnished,Family,Contact Agent,59900,True,17,2022-06-02,27.49,718800,11-20,False,True,False,False,True,True,False,False,3,existing,existing,existing
P07336,S02134,synthetic_augmentation,Property_07336,APARTMENT,Koramangala,Bangalore,Carpet Area,979,2,2,2,5,Semi-Furnished,Bachelors/Family,Contact Agent,26100,False,5,2022-06-12,26.66,313200,0-5,True,True,False,False,False,True,True,False,4,existing,existing,existing
P07337,S01777,synthetic_augmentation,Property_07337,HOUSE,Hebbal,Bangalore,Super Area,1267,2,2,1,2,Furnished,Bachelors/Family,Contact Owner,14500,True,29,2022-05-19,11.44,174000,21+,True,False,False,False,True,True,True,False,4,existing,existing,existing
P07338,S01222,synthetic_augmentation,Property_07338,VILLA,JVPD Scheme,Mumbai,Carpet Area,1861,3,4,10,11,Furnished,Family,Contact Agent,268900,False,11,2022-04-13,144.49,3226800,11-20,False,True,True,False,True,True,False,True,5,existing,existing,existing
P07339,S03667,synthetic_augmentation,Property_07339,HOUSE,Ambattur,Chennai,Super Area,731,2,2,1,2,Semi-Furnished,Bachelors/Family,Contact Owner,8800,True,28,2022-05-20,12.04,105600,21+,False,True,False,False,True,False,False,True,3,existing,existing,existing
P07340,S01777,synthetic_augmentation,Property_07340,HOUSE,Hebbal,Bangalore,Super Area,1388,2,2,1,2,Furnished,Bachelors/Family,Contact Owner,15900,True,5,2022-05-19,11.46,190800,0-5,False,False,False,True,True,False,True,False,3,existing,existing,existing
P07341,S01304,synthetic_augmentation,Property_07341,HOUSE,"Shree Sai Usha Complex, Bhandup West",Mumbai,Super Area,812,2,2,3,7,Semi-Furnished,Bachelors/Family,Contact Owner,34700,True,12,2022-06-28,42.73,416400,11-20,True,False,False,False,True,True,True,False,4,existing,existing,existing
P07342,S00701,synthetic_augmentation,Property_07342,APARTMENT,"Stellar Tower, Lokhandwala Complex",Mumbai,Carpet Area,1162,3,3,14,18,Furnished,Family,Contact Agent,116200,False,3,2022-05-23,100.0,1394400,0-5,False,False,True,True,False,False,True,False,3,existing,existing,existing
P07343,S02989,synthetic_augmentation,Property_07343,VILLA,"R.A Puram, Mandaiveli",Chennai,Carpet Area,2658,3,3,1,3,Semi-Furnished,Bachelors/Family,Contact Agent,99700,True,24,2022-05-20,37.51,1196400,21+,True,True,False,True,True,True,False,False,5,existing,existing,existing
P07344,S00151,synthetic_augmentation,Property_07344,PG,"Phool Bagan, Kankurgachi",Kolkata,Super Area,235,1,1,1,2,Furnished,Bachelors/Family,Contact Owner,3300,False,9,2022-05-13,14.04,39600,6-10,False,True,False,False,True,False,False,False,2,existing,existing,existing
P07345,S01325,synthetic_augmentation,Property_07345,HOUSE,"Kalpataru Crest, Bhandup West",Mumbai,Carpet Area,806,2,2,15,37,Unfurnished,Bachelors/Family,Contact Agent,45000,True,6,2022-07-06,55.83,540000,6-10,False,False,False,False,True,True,False,False,2,existing,existing,existing
P07346,S01301,synthetic_augmentation,Property_07346,HOUSE,"Sundar Nagar, Kalina",Mumbai,Carpet Area,786,2,2,2,8,Unfurnished,Family,Contact Agent,69200,False,22,2022-07-09,88.04,830400,21+,False,False,True,False,False,False,False,False,1,existing,existing,existing
P07347,S03722,synthetic_augmentation,Property_07347,HOUSE,Mambalam West,Chennai,Super Area,764,2,2,2,4,Semi-Furnished,Bachelors/Family,Contact Owner,18200,True,2,2022-05-20,23.82,218400,0-5,True,True,True,False,True,False,False,True,5,existing,existing,existing
P07348,S01711,synthetic_augmentation,Property_07348,APARTMENT,Mathikere,Bangalore,Super Area,952,2,2,3,4,Furnished,Family,Contact Owner,19400,True,26,2022-06-04,20.38,232800,21+,True,True,False,False,True,False,False,False,3,existing,existing,existing
P07349,S00806,synthetic_augmentation,Property_07349,PG,"Universal Neo Galaxy, Bhuleshwar",Mumbai,Super Area,650,1,1,5,24,Semi-Furnished,Bachelors/Family,Contact Owner,45500,True,2,2022-06-04,70.0,546000,0-5,False,False,True,False,False,True,False,False,2,existing,existing,existing
P07350,S04330,synthetic_augmentation,Property_07350,HOUSE,Old Nallakunta,Hyderabad,Super Area,897,2,2,2,4,Unfurnished,Bachelors/Family,Contact Owner,12800,True,22,2022-07-09,14.27,153600,21+,False,True,True,True,False,False,False,False,3,existing,existing,existing
P07351,S02722,synthetic_augmentation,Property_07351,APARTMENT,Janakpuri,Delhi,Super Area,948,2,1,0,1,Semi-Furnished,Bachelors/Family,Contact Owner,17500,True,12,2022-05-22,18.46,210000,11-20,True,True,False,False,False,False,True,True,4,existing,existing,existing
P07352,S04656,synthetic_augmentation,Property_07352,APARTMENT,"Indis VB CITY, Bollaram railway station",Hyderabad,Super Area,1017,2,2,4,5,Furnished,Bachelors/Family,Contact Owner,16300,True,8,2022-06-29,16.03,195600,6-10,False,False,False,True,False,True,True,True,4,existing,existing,existing
P07353,S01325,synthetic_augmentation,Property_07353,HOUSE,"Kalpataru Crest, Bhandup West",Mumbai,Carpet Area,704,2,2,15,37,Unfurnished,Bachelors/Family,Contact Agent,39300,True,2,2022-07-06,55.82,471600,0-5,False,True,True,False,False,False,True,False,3,existing,existing,existing
P07354,S04133,synthetic_augmentation,Property_07354,HOUSE,Khanapur,Hyderabad,Carpet Area,1230,1,1,0,1,Furnished,Bachelors/Family,Contact Owner,9500,True,9,2022-04-30,7.72,114000,6-10,True,True,False,False,True,True,True,False,5,existing,existing,existing
P07355,S01159,synthetic_augmentation,Property_07355,APARTMENT,"Ashford Casa Grande, Lower Parel",Mumbai,Super Area,1928,3,4,8,23,Semi-Furnished,Family,Contact Agent,261800,True,29,2022-07-06,135.79,3141600,21+,False,True,False,False,True,False,True,False,3,existing,existing,existing
P07356,S02869,synthetic_augmentation,Property_07356,APARTMENT,Defence Colony,Delhi,Super Area,1838,3,3,3,6,Furnished,Bachelors/Family,Contact Owner,229700,True,16,2022-06-30,124.97,2756400,11-20,True,True,True,True,True,False,False,False,5,existing,existing,existing
P07357,S04516,synthetic_augmentation,Property_07357,HOUSE,Kapra,Hyderabad,Super Area,1791,2,1,0,1,Semi-Furnished,Bachelors/Family,Contact Owner,17400,True,28,2022-05-12,9.72,208800,21+,True,False,False,False,True,False,False,False,2,existing,existing,existing
P07358,S01242,synthetic_augmentation,Property_07358,APARTMENT,"Hiranandani Atlantis, Hiranandani Gardens",Mumbai,Carpet Area,793,2,2,14,27,Semi-Furnished,Bachelors/Family,Contact Agent,105800,False,30,2022-06-12,133.42,1269600,21+,False,False,True,False,False,False,False,True,2,existing,existing,existing
P07359,S00347,synthetic_augmentation,Property_07359,APARTMENT,Salt Lake City Sector 2,Kolkata,Carpet Area,1218,3,2,0,1,Unfurnished,Bachelors,Contact Agent,22200,False,25,2022-06-15,18.23,266400,21+,False,True,False,False,False,False,False,True,2,existing,existing,existing
P07360,S01831,synthetic_augmentation,Property_07360,HOUSE,"Jyothi Nagar, Dooravani Nagar",Bangalore,Super Area,895,2,1,2,3,Semi-Furnished,Bachelors/Family,Contact Owner,10500,True,15,2022-07-04,11.73,126000,11-20,False,False,False,False,False,True,True,True,3,existing,existing,existing
P07361,S01569,synthetic_augmentation,Property_07361,HOUSE,"Electronics City Phase 1, Electronic City",Bangalore,Super Area,1223,2,2,1,4,Semi-Furnished,Bachelors/Family,Contact Owner,22100,False,14,2022-07-04,18.07,265200,11-20,False,True,True,True,False,False,True,False,4,existing,existing,existing
P07362,S03935,synthetic_augmentation,Property_07362,VILLA,"Miyapur, NH 9",Hyderabad,Carpet Area,1635,3,3,3,5,Semi-Furnished,Bachelors/Family,Contact Owner,24500,False,20,2022-06-05,14.98,294000,11-20,True,False,False,False,False,False,True,False,2,existing,existing,existing
P07363,S01918,synthetic_augmentation,Property_07363,PG,Arakere,Bangalore,Super Area,671,2,1,1,4,Unfurnished,Bachelors/Family,Contact Owner,13400,True,4,2022-05-27,19.97,160800,0-5,True,False,False,False,False,True,True,False,3,existing,existing,existing
P07364,S03232,synthetic_augmentation,Property_07364,HOUSE,Anna Nagar,Chennai,Super Area,1449,1,2,0,1,Furnished,Bachelors,Contact Owner,16700,True,4,2022-06-29,11.53,200400,0-5,True,False,False,True,False,True,True,True,5,existing,existing,existing
P07365,S03758,synthetic_augmentation,Property_07365,HOUSE,Mambalam West,Chennai,Super Area,208,1,1,0,1,Semi-Furnished,Bachelors/Family,Contact Owner,5200,False,11,2022-05-25,25.0,62400,11-20,False,False,False,False,True,False,False,True,2,existing,existing,existing
P07366,S02355,synthetic_augmentation,Property_07366,HOUSE,Hennur Main Road,Bangalore,Carpet Area,997,2,2,3,4,Furnished,Bachelors,Contact Agent,18100,True,21,2022-05-19,18.15,217200,21+,True,False,True,True,False,False,False,True,4,existing,existing,existing
P07367,S01397,synthetic_augmentation,Property_07367,PG,"Green Woods Chkala, Andheri East",Mumbai,Carpet Area,1006,2,2,2,8,Furnished,Bachelors,Contact Agent,63600,False,24,2022-06-29,63.22,763200,21+,True,False,True,True,True,False,False,False,4,existing,existing,existing
P07368,S02780,synthetic_augmentation,Property_07368,VILLA,Paschim Vihar Block A6,Delhi,Carpet Area,200,2,2,2,4,Semi-Furnished,Bachelors,Contact Agent,21400,False,18,2022-06-15,107.0,256800,11-20,False,True,True,True,False,False,False,False,3,existing,existing,existing
P07369,S01824,synthetic_augmentation,Property_07369,APARTMENT,Basavanagudi,Bangalore,Super Area,2311,3,3,3,6,Semi-Furnished,Bachelors,Contact Agent,59100,True,27,2022-07-07,25.57,709200,21+,False,True,True,False,True,True,False,False,4,existing,existing,existing
P07370,S02491,synthetic_augmentation,Property_07370,PG,Laxmi Nagar,Delhi,Super Area,200,1,1,1,5,Semi-Furnished,Bachelors/Family,Contact Owner,7700,True,5,2022-05-05,38.5,92400,0-5,False,False,True,True,False,False,False,True,3,existing,existing,existing
P07371,S04060,synthetic_augmentation,Property_07371,HOUSE,"Manikonda, Outer Ring Road",Hyderabad,Super Area,1257,2,2,2,3,Unfurnished,Bachelors/Family,Contact Owner,15700,True,30,2022-05-12,12.49,188400,21+,False,True,False,True,False,True,False,True,4,existing,existing,existing
P07372,S00404,synthetic_augmentation,Property_07372,HOUSE,Barrackpore,Kolkata,Carpet Area,335,1,1,0,1,Unfurnished,Bachelors,Contact Agent,5600,True,2,2022-05-13,16.72,67200,0-5,True,True,False,False,True,False,True,False,4,existing,existing,existing
P07373,S01721,synthetic_augmentation,Property_07373,VILLA,Hesaraghatta Main Road,Bangalore,Carpet Area,552,1,1,1,2,Unfurnished,Bachelors,Contact Owner,5100,True,15,2022-06-28,9.24,61200,11-20,True,False,True,True,True,True,False,False,5,existing,existing,existing
P07374,S02825,synthetic_augmentation,Property_07374,VILLA,"Sarita Vihar, Mathura Road",Delhi,Carpet Area,1466,2,2,0,1,Semi-Furnished,Bachelors,Contact Agent,31400,True,11,2022-06-22,21.42,376800,11-20,True,False,True,True,True,False,True,False,5,existing,existing,existing
P07375,S03845,synthetic_augmentation,Property_07375,VILLA,Adambakkam,Chennai,Super Area,1217,3,2,1,3,Semi-Furnished,Bachelors/Family,Contact Owner,19200,True,27,2022-05-16,15.78,230400,21+,False,False,False,False,True,True,True,True,4,existing,existing,existing
P07376,S04210,synthetic_augmentation,Property_07376,APARTMENT,Sainikpuri,Hyderabad,Super Area,1249,2,2,0,1,Semi-Furnished,Bachelors/Family,Contact Owner,10400,True,24,2022-05-29,8.33,124800,21+,True,False,True,False,False,False,False,False,2,existing,existing,existing
P07377,S03192,synthetic_augmentation,Property_07377,PG,Perambur,Chennai,Super Area,620,1,1,0,1,Semi-Furnished,Bachelors/Family,Contact Owner,6700,True,17,2022-06-29,10.81,80400,11-20,True,True,False,False,False,False,True,True,4,existing,existing,existing
P07378,S00064,synthetic_augmentation,Property_07378,PG,Baksara,Kolkata,Super Area,233,1,1,0,1,Semi-Furnished,Bachelors/Family,Contact Owner,3300,True,16,2022-05-14,14.16,39600,11-20,True,True,True,False,True,False,False,False,4,existing,existing,existing
P07379,S01299,synthetic_augmentation,Property_07379,VILLA,"Royal Palms Diamond Isle Phase II, Aarey Milk Colony",Mumbai,Carpet Area,355,1,1,9,20,Unfurnished,Bachelors/Family,Contact Agent,16100,True,15,2022-06-16,45.35,193200,11-20,True,True,False,True,True,False,True,True,6,existing,existing,existing
P07380,S01415,synthetic_augmentation,Property_07380,APARTMENT,"Dheeraj Valley Tower, Goregaon East",Mumbai,Carpet Area,933,2,2,5,17,Semi-Furnished,Bachelors/Family,Contact Owner,51800,True,23,2022-06-30,55.52,621600,21+,True,True,True,False,False,False,False,True,4,existing,existing,existing
P07381,S03593,synthetic_augmentation,Property_07381,PG,"Madhavaram, Guntur Chennai Highway",Chennai,Super Area,1299,3,2,1,3,Semi-Furnished,Bachelors/Family,Contact Owner,20400,True,3,2022-07-08,15.7,244800,0-5,False,False,True,False,False,True,False,False,2,existing,existing,existing
P07382,S00968,synthetic_augmentation,Property_07382,HOUSE,"Runwal Forests, Kanjurmarg West",Mumbai,Carpet Area,711,2,2,17,36,Unfurnished,Family,Contact Agent,46000,False,20,2022-07-09,64.7,552000,11-20,True,False,True,False,True,False,True,False,4,existing,existing,existing
P07383,S00368,synthetic_augmentation,Property_07383,HOUSE,Salt Lake City Sector 2,Kolkata,Carpet Area,921,2,2,1,1,Unfurnished,Bachelors,Contact Agent,22800,True,30,2022-07-03,24.76,273600,21+,False,True,False,False,False,False,True,False,2,existing,existing,existing
P07384,S00232,synthetic_augmentation,Property_07384,HOUSE,Kasba,Kolkata,Super Area,1215,2,2,0,1,Unfurnished,Bachelors/Family,Contact Agent,15600,True,15,2022-06-16,12.84,187200,11-20,True,False,False,True,True,False,True,True,5,existing,existing,existing
P07385,S02242,synthetic_augmentation,Property_07385,PG,"Murugeshpalya, Airport Road",Bangalore,Carpet Area,428,1,1,2,5,Semi-Furnished,Bachelors/Family,Contact Agent,9100,False,24,2022-05-27,21.26,109200,21+,True,False,False,True,False,True,True,False,4,existing,existing,existing
P07386,S03083,synthetic_augmentation,Property_07386,VILLA,Pallikaranai,Chennai,Super Area,1328,2,2,1,3,Furnished,Bachelors/Family,Contact Owner,16600,True,19,2022-05-12,12.5,199200,11-20,False,False,False,False,True,True,True,True,4,existing,existing,existing
P07387,S00920,synthetic_augmentation,Property_07387,HOUSE,Malabar Hill,Mumbai,Carpet Area,546,1,1,1,9,Semi-Furnished,Family,Contact Agent,71200,False,28,2022-06-15,130.4,854400,21+,False,False,False,True,False,True,False,False,2,existing,existing,existing
P07388,S00688,synthetic_augmentation,Property_07388,VILLA,Mount Mary,Mumbai,Super Area,1183,2,2,6,11,Furnished,Bachelors/Family,Contact Agent,98600,True,29,2022-06-20,83.35,1183200,21+,False,True,True,False,False,False,False,True,3,existing,existing,existing
P07389,S04272,synthetic_augmentation,Property_07389,APARTMENT,Sainikpuri,Hyderabad,Super Area,465,1,1,2,6,Unfurnished,Bachelors/Family,Contact Owner,6200,False,13,2022-06-29,13.33,74400,11-20,True,True,True,False,False,True,True,False,5,existing,existing,existing
P07390,S01469,synthetic_augmentation,Property_07390,HOUSE,"Vintage Pearl Apartment, Bandra West",Mumbai,Carpet Area,864,2,2,4,11,Furnished,Bachelors/Family,Contact Agent,74600,False,16,2022-06-14,86.34,895200,11-20,False,True,False,True,False,True,True,False,4,existing,existing,existing
P07391,S04725,synthetic_augmentation,Property_07391,APARTMENT,"Basheer Bagh, NH 7",Hyderabad,Super Area,714,1,1,1,3,Furnished,Bachelors/Family,Contact Agent,9900,True,23,2022-05-14,13.87,118800,21+,False,True,False,True,True,True,False,True,5,existing,existing,existing
P07392,S04259,synthetic_augmentation,Property_07392,VILLA,Langar Houz,Hyderabad,Super Area,1079,2,2,3,5,Semi-Furnished,Bachelors/Family,Contact Owner,16500,True,12,2022-06-18,15.29,198000,11-20,False,False,True,False,False,True,True,False,3,existing,existing,existing
P07393,S03622,synthetic_augmentation,Property_07393,PG,Navalur,Chennai,Super Area,6425,5,4,9,12,Semi-Furnished,Bachelors/Family,Contact Agent,107100,False,17,2022-05-24,16.67,1285200,11-20,False,False,True,False,False,True,True,True,4,existing,existing,existing
P07394,S02100,synthetic_augmentation,Property_07394,VILLA,Electronic City,Bangalore,Super Area,475,1,1,1,3,Semi-Furnished,Bachelors/Family,Contact Owner,7600,False,16,2022-05-05,16.0,91200,11-20,True,False,True,False,False,False,True,False,3,existing,existing,existing
P07395,S02265,synthetic_augmentation,Property_07395,HOUSE,Horamavu,Bangalore,Carpet Area,964,2,2,2,5,Semi-Furnished,Bachelors/Family,Contact Agent,16300,False,9,2022-05-23,16.91,195600,6-10,True,True,True,True,True,False,False,False,5,existing,existing,existing
P07396,S03789,synthetic_augmentation,Property_07396,HOUSE,Semmancheri,Chennai,Super Area,886,2,2,1,3,Unfurnished,Bachelors/Family,Contact Owner,12800,True,29,2022-07-06,14.45,153600,21+,True,False,False,False,False,True,True,False,3,existing,existing,existing
P07397,S00823,synthetic_augmentation,Property_07397,VILLA,"Godrej Platinum, Vikhroli East",Mumbai,Carpet Area,1490,3,3,18,27,Semi-Furnished,Family,Contact Agent,86600,False,6,2022-07-09,58.12,1039200,6-10,False,False,True,False,False,False,True,False,2,existing,existing,existing
P07398,S03431,synthetic_augmentation,Property_07398,HOUSE,Choolaimedu,Chennai,Carpet Area,200,1,1,1,3,Unfurnished,Bachelors,Contact Owner,7900,True,19,2022-06-29,39.5,94800,11-20,False,False,False,True,False,False,False,False,1,existing,existing,existing
